StockCode,Description,TotalQtySold,DaysWithSales,StdDevOnSaleDays,AvgDailyDemand,AvgDailyDemand_ActiveDays,Safety_Stock,ReorderPoint,SimulatedDaysOfStock,CurrentStock,ReorderFlag,TotalRevenue_x,TotalRevenue_y,TotalRevenue,CumulativeRevenue,CumulativeRevenuePercent,ABC_Category
85136B,BLUE SHARK HELICOPTER,59,40,0.9604352645732546,0.0798376184032476,1.475,4.0,5.0,5,0.399188092016238,Reorder Now,473.77000000000004,473.77000000000004,473.77000000000004,27294622.882000085,99.02025665584631,C
40046A,RED DAISY PAPER LAMPSHADE,355,56,8.944834539278238,0.4803788903924222,6.339285714285714,39.0,42.0,10,4.803788903924222,Reorder Now,472.07,472.07,472.07,27295094.952000085,99.02196924563961,C
gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,28,25,0.3316624790355399,0.0378890392422192,1.12,1.0,1.0,14,0.5304465493910688,Reorder Now,471.06,471.06,471.06,27295566.012000084,99.02367817132442,C
90120C,GREEN MURANO TWIST BRACELET,111,54,1.752805478090811,0.1502029769959404,2.055555555555556,8.0,9.0,15,2.253044654939106,Reorder Now,470.8,470.8,470.8,27296036.812000085,99.02538615377338,C
84884a,ANT WHITE WIRE HEART SPIRAL,56,29,1.869511671968275,0.0757780784844384,1.9310344827586208,8.0,9.0,17,1.2882273342354529,Reorder Now,470.18,470.18,470.18,27296506.992000084,99.02709188696764,C
84948,SILVER HANGING T-LIGHT HOLDER DOME,279,28,7.475798695628859,0.3775372124492557,9.964285714285714,33.0,36.0,16,6.040595399188091,Reorder Now,469.11,469.11,469.11,27296976.102000084,99.0287937383836,C
79071B,ENGLISH ROSE METAL WASTE BIN,154,62,3.5192302412991485,0.2083897158322057,2.4838709677419355,15.0,16.0,11,2.2922868741542626,Reorder Now,469.1,469.1,469.1,27297445.202000085,99.03049555352126,C
85211,S/4 GROOVY CAT MAGNETS,307,69,6.574317750074367,0.4154262516914749,4.449275362318841,29.0,32.0,14,5.815967523680649,Reorder Now,469.05,469.05,469.05,27297914.252000086,99.03219718726741,C
35911A,MULTICOLOUR RABBIT EGG WARMER,389,76,5.865076538888266,0.5263870094722598,5.118421052631579,26.0,30.0,7,3.6847090663058175,Reorder Now,468.78999999999996,468.78999999999996,468.78999999999996,27298383.042000085,99.0338978777777,C
72799B,PURPLE PILLAR CANDLE BLACK FLOCK,322,9,77.56251958545728,0.435723951285521,35.77777777777778,339.0,342.0,10,4.35723951285521,Reorder Now,467.71000000000004,467.71000000000004,467.71000000000004,27298850.752000086,99.03559465023142,C
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,167,35,6.808669708047036,0.2259810554803789,4.771428571428571,30.0,32.0,15,3.3897158322056837,Reorder Now,467.65,467.65,467.65,27299318.402000085,99.03729120501531,C
85014a,BLACK/BLUE DOTS RUFFLED UMBRELLA,10,8,0.4629100498862757,0.013531799729364,1.25,2.0,2.0,5,0.06765899864682,Reorder Now,467.0,467.0,467.0,27299785.402000085,99.0389854017096,C
85014a,BLACK/BLUE POLKADOT UMBRELLA,27,17,1.0036697371030328,0.0365358592692828,1.588235294117647,4.0,4.0,13,0.4749661705006764,Reorder Now,467.0,467.0,467.0,27300252.402000085,99.04067959840387,C
72225C,LAVENDER SCENT CAKE CANDLE,1926,37,91.56325862664744,2.6062246278755072,52.054054054054056,400.0,418.0,18,46.91204330175913,Reorder Now,466.38,466.38,466.38,27300718.782000083,99.04237154584344,C
51020A,SUMMER FUN DESIGN SHOWER CAP,1305,47,57.16726517173565,1.7658998646820028,27.76595744680851,250.0,262.0,1,1.7658998646820028,Reorder Now,465.80999999999995,465.80999999999995,465.80999999999995,27301184.592000082,99.0440614254198,C
23379,PACK OF 12 RED APPLE TISSUES,1220,53,60.1854475657842,1.6508795669824086,23.0188679245283,263.0,275.0,18,29.715832205683355,Reorder Now,465.36,465.36,465.36,27301649.95200008,99.04574967247257,C
85204,HANGING WOOD AND FELT FLOWER,2360,133,51.341054240592186,3.1935047361299054,17.74436090225564,224.0,246.0,14,44.70906630581867,Reorder Now,462.76,462.76,462.76,27302112.712000083,99.04742848716688,C
72801D,4 SKY BLUE DINNER CANDLES,394,27,46.063717792489314,0.5331529093369418,14.592592592592592,201.0,205.0,3,1.5994587280108254,Reorder Now,462.42,462.42,462.42,27302575.132000085,99.04910606839896,C
72801D,S/4 SKY BLUE DINNER CANDLES,172,29,9.848607713358556,0.2327469553450609,5.931034482758621,43.0,45.0,1,0.2327469553450609,Reorder Now,462.42,462.42,462.42,27303037.552000087,99.05078364963101,C
84972L,GIANT PINK HEART MEMO HOLDER,117,31,2.348186213787922,0.1583220568335588,3.774193548387097,10.0,11.0,2,0.3166441136671176,Reorder Now,462.15000000000003,462.15000000000003,462.15000000000003,27303499.702000085,99.0524602513489,C
84984A,GREEN PEONY DES C/COVER,11,4,0.957427107756338,0.0148849797023004,2.75,4.0,4.0,2,0.0297699594046008,Reorder Now,462.12,462.12,462.12,27303961.822000086,99.05413674423191,C
84984A,GREEN PEONY CUSHION COVER,255,12,41.74843491895017,0.3450608930987821,21.25,182.0,184.0,10,3.450608930987821,Reorder Now,462.12,462.12,462.12,27304423.942000087,99.0558132371149,C
20616,CHERRY BLOSSOM PASSPORT COVER,287,99,5.559501793665913,0.3883626522327469,2.898989898989899,24.0,27.0,11,4.271989174560216,Reorder Now,461.88,461.88,461.88,27304885.822000086,99.05748885931867,C
90145,SILVER HOOP EARRINGS WITH FLOWER,76,43,1.231282902433485,0.1028416779431664,1.7674418604651163,5.0,6.0,7,0.7198917456021647,Reorder Now,461.81,461.81,461.81,27305347.632000085,99.0591642275743,C
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,122,39,3.419598985257337,0.1650879566982408,3.128205128205128,15.0,16.0,16,2.641407307171853,Reorder Now,461.53,461.53,461.53,27305809.162000086,99.0608385800375,C
90201B,BLACK ENAMEL FLOWER RING,156,53,3.1587186687717264,0.2110960757780784,2.943396226415094,14.0,15.0,5,1.055480378890392,Reorder Now,460.23,460.23,460.23,27306269.392000087,99.06250821632145,C
16207B,PINK HEART RED HANDBAG,265,30,23.58708491341488,0.3585926928281461,8.833333333333334,103.0,106.0,3,1.0757780784844382,Reorder Now,457.65000000000003,457.65000000000003,457.65000000000003,27306727.042000085,99.06416849280355,C
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,286,24,12.416387021459451,0.3870094722598105,11.916666666666666,54.0,57.0,14,5.418132611637347,Reorder Now,457.62,457.62,457.62,27307184.662000086,99.06582866045073,C
72128,COLUMBIAN CANDLE ROUND,730,78,20.3354813449744,0.9878213802435724,9.35897435897436,89.0,96.0,19,18.768606224627877,Reorder Now,455.84,455.84,455.84,27307640.502000086,99.0674823705602,C
90120B,BLUE MURANO TWIST BRACELET,108,38,2.918036324074839,0.1461434370771312,2.8421052631578947,13.0,14.0,4,0.5845737483085248,Reorder Now,455.68,455.68,455.68,27308096.182000086,99.06913550021683,C
16218,CARTOON  PENCIL SHARPENERS,4632,84,70.46354998207038,6.267929634641408,55.142857142857146,308.0,352.0,1,6.267929634641408,Reorder Now,454.52,454.52,454.52,27308550.702000085,99.07078442159045,C
21757,LIGHTHOUSE PRINTED METAL SIGN,80,37,1.5548046235515949,0.108254397834912,2.1621621621621623,7.0,8.0,17,1.840324763193504,Reorder Now,454.3,454.3,454.3,27309005.002000086,99.07243254484145,C
20621,ECONOMY PASSPORT COVER ,208,31,17.75799078046668,0.2814614343707713,6.709677419354839,78.0,80.0,16,4.503382949932341,Reorder Now,453.77000000000004,453.77000000000004,453.77000000000004,27309458.772000086,99.07407874534245,C
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,50,29,2.033585006901744,0.06765899864682,1.7241379310344829,9.0,9.0,12,0.8119079837618399,Reorder Now,452.8,452.8,452.8,27309911.572000086,99.07572142684815,C
23509,MINI PLAYING CARDS FUN FAIR ,1065,45,76.67997249489713,1.4411366711772666,23.666666666666668,335.0,345.0,4,5.7645466847090665,Reorder Now,452.72,452.72,452.72,27310364.292000085,99.07736381812745,C
84597C,RETRO PINK BALL ASHTRAY ,365,42,8.379673709341493,0.4939106901217862,8.69047619047619,37.0,40.0,12,5.926928281461434,Reorder Now,452.23,452.23,452.23,27310816.522000086,99.07900443176997,C
23548,WRAP MAGIC FOREST ,1075,33,13.235913037618294,1.4546684709066309,32.57575757575758,58.0,68.0,6,8.728010825439785,Reorder Now,451.5,451.5,451.5,27311268.022000086,99.08064239709645,C
82081,PINK HEARTS PHOTO ALBUM,174,19,9.816444014989097,0.2354533152909337,9.157894736842104,43.0,45.0,15,3.531799729364005,Reorder Now,451.35,451.35,451.35,27311719.372000087,99.08227981824841,C
17164D,ASS COL SMALL SAND FROG P'WEIGHT,1159,23,86.29955184252896,1.568335588633288,50.391304347826086,377.0,388.0,2,3.136671177266576,Reorder Now,450.78000000000003,450.78000000000003,450.78000000000003,27312170.15200009,99.08391517153716,C
90198B,VINTAGE ROSE BEAD BRACELET BLACK,106,45,1.9789294116167,0.1434370771312584,2.355555555555556,9.0,10.0,4,0.5737483085250336,Reorder Now,450.4,450.4,450.4,27312620.552000087,99.08554914625044,C
16161M,WRAP  PINK FLOCK,1075,37,11.045225076792098,1.4546684709066309,29.054054054054053,48.0,58.0,15,21.82002706359946,Reorder Now,449.5,449.5,449.5,27313070.052000087,99.08717985591656,C
90013B,BLACK VINTAGE EARRINGS,108,71,0.9835671947352432,0.1461434370771312,1.5211267605633805,4.0,5.0,13,1.8998646820027056,Reorder Now,445.88,445.88,445.88,27313515.932000086,99.08879743283742,C
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,118,72,1.3563160082521333,0.1596752368064952,1.6388888888888888,6.0,7.0,6,0.9580514208389712,Reorder Now,445.7,445.7,445.7,27313961.632000085,99.09041435674887,C
84857C,PINK MONTE CARLO HANDBAG,197,15,14.530100120914842,0.2665764546684709,13.133333333333333,63.0,65.0,11,2.93234100135318,Reorder Now,445.03,445.03,445.03,27314406.662000086,99.09202885001407,C
21027,NINJA RABBIT PINK,363,62,4.800432952446687,0.4912043301759134,5.854838709677419,21.0,24.0,8,3.9296346414073073,Reorder Now,444.87,444.87,444.87,27314851.532000087,99.09364276282648,C
62096B,PURPLE/TURQ FLOWERS HANDBAG,257,68,4.424644646277221,0.3477672530446549,3.779411764705882,19.0,21.0,2,0.6955345060893098,Reorder Now,441.99,441.99,441.99,27315293.522000086,99.09524622748793,C
16243B,BROWN COZY SQUARE PHOTO ALBUM,212,6,83.1232017349348,0.2868741542625169,35.333333333333336,363.0,365.0,14,4.016238159675236,Reorder Now,441.77,441.77,441.77,27315735.292000085,99.09684889402676,C
85230G,ORANGE VOTIVE CANDLE,1728,44,31.944984420066767,2.3382949932341,39.27272727272727,139.0,155.0,16,37.4127198917456,Reorder Now,439.67999999999995,439.67999999999995,439.67999999999995,27316174.972000085,99.0984439784005,C
90154,LAZER CUT NECKLACE W PASTEL BEADS,59,7,19.21680811908456,0.0798376184032476,8.428571428571429,84.0,85.0,17,1.3572395128552093,Reorder Now,439.65,439.65,439.65,27316614.622000083,99.10003895393935,C
79030A,"TUMBLER, ENGLISH ROSE",171,26,6.463268999031849,0.2313937753721245,6.576923076923077,28.0,30.0,15,3.4709066305818674,Reorder Now,438.25,438.25,438.25,27317052.872000083,99.10162885051594,C
23044,PAPER LANTERN 9 POINT HOLLY STAR S,86,19,4.68292905790847,0.1163734776725304,4.526315789473684,20.0,21.0,10,1.163734776725304,Reorder Now,435.74,435.74,435.74,27317488.61200008,99.10320964123876,C
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,18,5,1.6733200530681511,0.0243572395128552,3.6,7.0,7.0,19,0.4627875507442487,Reorder Now,435.74,435.74,435.74,27317924.35200008,99.1047904319616,C
84859B,BLUE DISCO HANDBAG,283,18,46.409691629272686,0.3829499323410013,15.72222222222222,203.0,206.0,12,4.595399188092015,Reorder Now,435.40999999999997,435.40999999999997,435.40999999999997,27318359.76200008,99.10637002550047,C
84510F,SET OF 4 NEW ENGLAND COASTERS ,1101,35,168.55691007126674,1.489851150202977,31.457142857142856,736.0,746.0,11,16.388362652232747,Reorder Now,435.25,435.25,435.25,27318795.01200008,99.10794903858651,C
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,195,10,43.86152452130835,0.2638700947225981,19.5,191.0,193.0,14,3.694181326116373,Reorder Now,432.45000000000005,432.45000000000005,432.45000000000005,27319227.46200008,99.10951789374806,C
37464,ROBOT MUG IN DISPLAY BOX,317,66,7.266825985721684,0.428958051420839,4.803030303030303,32.0,35.0,15,6.434370771312585,Reorder Now,432.43,432.43,432.43,27319659.89200008,99.111086676353,C
21678,PAISLEY PATTERN  STICKERS,582,73,14.658115502209128,0.7875507442489851,7.972602739726027,64.0,70.0,3,2.3626522327469552,Reorder Now,432.31,432.31,432.31,27320092.202000078,99.11265502361832,C
90082B,DIAMANTE BOW BROOCH RED COLOUR,68,25,2.4069344264714263,0.0920162381596752,2.72,11.0,12.0,4,0.3680649526387008,Reorder Now,431.8,431.8,431.8,27320524.00200008,99.11422152069025,C
84858B,BLUE RIVIERA HANDBAG,326,7,44.78041663814345,0.4411366711772665,46.57142857142857,195.0,198.0,7,3.0879566982408657,Reorder Now,431.0,431.0,431.0,27320955.00200008,99.11578511549803,C
23058,CHRISTMAS HANGING SNOWFLAKE,490,31,14.232402830252544,0.6630581867388363,15.806451612903226,62.0,67.0,1,0.6630581867388363,Reorder Now,430.86,430.86,430.86,27321385.862000078,99.11734820240959,C
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,435,17,45.435474608957,0.5886332882273342,25.58823529411765,198.0,202.0,10,5.886332882273342,Reorder Now,430.35,430.35,430.35,27321816.21200008,99.11890943912776,C
84968e,SET OF 16 VINTAGE BLACK CUTLERY,13,9,0.7264831572567789,0.0175913396481732,1.4444444444444444,3.0,3.0,13,0.2286874154262516,Reorder Now,429.62,429.62,429.62,27322245.83200008,99.12046802752988,C
84968e,S/16 VINTAGE BLACK CUTLERY,4,3,0.5773502691896257,0.0054127198917456,1.3333333333333333,3.0,3.0,1,0.0054127198917456,Reorder Now,429.62,429.62,429.62,27322675.45200008,99.12202661593203,C
84422,PINK/BLUE DISC/MIRROR STRING,783,36,79.52156041872274,1.0595399188092016,21.75,347.0,354.0,7,7.416779431664411,Reorder Now,429.60999999999996,429.60999999999996,429.60999999999996,27323105.06200008,99.12358516805585,C
20851,ZINC HEART LATTICE TRAY OVAL ,335,28,54.10653561047127,0.4533152909336941,11.964285714285714,236.0,239.0,12,5.439783491204329,Reorder Now,429.57,429.57,429.57,27323534.63200008,99.12514357506647,C
16045,POPART WOODEN PENCILS ASST,9312,62,132.53528311045994,12.60081190798376,150.19354838709677,579.0,667.0,6,75.60487144790255,Reorder Now,429.44,429.44,429.44,27323964.072000083,99.12670151045918,C
22395,PAPERWEIGHT VINTAGE PAISLEY,237,45,7.667523008828151,0.3207036535859269,5.266666666666667,33.0,35.0,7,2.2449255751014885,Reorder Now,428.94,428.94,428.94,27324393.012000084,99.1282576319368,C
21520,BOOZE & WOMEN GREETING CARD ,995,99,8.841430461156389,1.3464140730717185,10.05050505050505,39.0,48.0,9,12.117726657645466,Reorder Now,428.45,428.45,428.45,27324821.462000083,99.12981197577763,C
84966B,BLUE KASHMIRI BOXED MIRROR,33,4,7.544313531837517,0.0446549391069012,8.25,33.0,33.0,10,0.446549391069012,Reorder Now,428.0,428.0,428.0,27325249.462000083,99.13136468709486,C
84801A,PINK HYDRANGEA ART FLOWER,272,15,27.357074474613032,0.3680649526387009,18.133333333333333,119.0,122.0,8,2.9445196211096074,Reorder Now,427.44000000000005,427.44000000000005,427.44000000000005,27325676.902000085,99.1329153668272,C
21028,NINJA RABBIT BLACK,324,80,4.519717701501481,0.4384303112313937,4.05,20.0,23.0,9,3.945872801082544,Reorder Now,426.41,426.41,426.41,27326103.312000085,99.13446230989447,C
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,258,68,3.2806935175511045,0.3491204330175913,3.794117647058824,14.0,16.0,1,0.3491204330175913,Reorder Now,425.7,425.7,425.7,27326529.012000084,99.13600667720229,C
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,47,24,1.9886453039512944,0.0635994587280108,1.9583333333333333,9.0,9.0,16,1.0175913396481728,Reorder Now,425.57,425.57,425.57,27326954.582000084,99.13755057289218,C
20715,LITTLE FLOWER SHOPPER BAG,400,1,0.0,0.5412719891745602,400.0,0.0,4.0,14,7.577807848443843,OK,424.0,424.0,424.0,27327378.582000084,99.13908877288871,C
45016,DECORATIVE NET CANOPY LEOPARD,101,22,7.719234423605756,0.1366711772665764,4.590909090909091,34.0,35.0,10,1.366711772665764,Reorder Now,423.73,423.73,423.73,27327802.312000085,99.14062599337107,C
16207A,PINK STRAWBERRY HANDBAG ,143,67,1.650486818799869,0.1935047361299052,2.1343283582089554,7.0,8.0,5,0.967523680649526,Reorder Now,423.53000000000003,423.53000000000003,423.53000000000003,27328225.842000086,99.14216248828743,C
16008,SMALL FOLDING SCISSOR(POINTED EDGE),3143,71,64.92632258325672,4.2530446549391066,44.267605633802816,283.0,313.0,15,63.7956698240866,Reorder Now,423.46,423.46,423.46,27328649.302000087,99.14369872925565,C
47579,TEA TIME BREAKFAST BASKET,186,46,3.92686769003903,0.2516914749661705,4.043478260869565,17.0,19.0,16,4.027063599458728,Reorder Now,422.97,422.97,422.97,27329072.272000086,99.14523319258707,C
21729,SMALL MARAKESH METAL  LANTERN ,124,19,9.239819749640573,0.1677943166441136,6.526315789473684,40.0,41.0,7,1.1745602165087952,Reorder Now,422.9,422.9,422.9,27329495.172000084,99.14676740197038,C
85097B,BLUE ROCKING SINGING CANARY,107,33,2.9689045015618034,0.1447902571041948,3.242424242424242,13.0,14.0,3,0.4343707713125844,Reorder Now,420.92,420.92,420.92,27329916.092000086,99.14829442824995,C
46126A,ELVIS WALLHANGING / CURTAIN,317,44,12.507819964074468,0.428958051420839,7.204545454545454,55.0,58.0,15,6.434370771312585,Reorder Now,419.99,419.99,419.99,27330336.082000084,99.14981808064745,C
84967C,GREEN KASHMIRI OCCASIONAL TABLE,9,4,2.5,0.0121786197564276,2.25,11.0,11.0,11,0.1339648173207036,Reorder Now,419.85,419.85,419.85,27330755.932000086,99.15134122514871,C
84770,ROUND GEORGIAN SILVER MIRROR,135,9,14.983324063771695,0.182679296346414,15.0,65.0,66.0,7,1.278755074424898,Reorder Now,419.25000000000006,419.25000000000006,419.25000000000006,27331175.182000086,99.15286219295189,C
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,205,26,7.404468505311765,0.2774018944519621,7.884615384615385,32.0,34.0,8,2.219215155615697,Reorder Now,418.89,418.89,418.89,27331594.072000086,99.15438185473619,C
84007,MAGIC GARDEN MOUNT FUJI,159,33,4.9903315612200645,0.2151556156968876,4.818181818181818,22.0,24.0,5,1.075778078484438,Reorder Now,418.21999999999997,418.21999999999997,418.21999999999997,27332012.292000085,99.15589908587425,C
72780,BLACK SILOUETTE CANDLE PLATE,514,41,15.127950226279188,0.6955345060893099,12.53658536585366,66.0,71.0,10,6.955345060893099,Reorder Now,418.18,418.18,418.18,27332430.472000085,99.15741617189911,C
22032,BOTANICAL LILY GREETING CARD,980,91,7.783282545268879,1.3261163734776726,10.76923076923077,34.0,43.0,15,19.891745602165088,Reorder Now,418.12,418.12,418.12,27332848.592000086,99.15893304025418,C
84532B,FAIRY CAKES RECTANGLUAR BOXES,54,27,1.0741723110591492,0.0730717185385656,2.0,5.0,6.0,13,0.9499323410013528,Reorder Now,417.58,417.58,417.58,27333266.172000084,99.16044794958093,C
72803B,OCEAN SCENT CANDLE JEWELLED DRAWER,94,33,2.7852424952911656,0.1271989174560216,2.8484848484848486,12.0,13.0,15,1.907983761840324,Reorder Now,416.38,416.38,416.38,27333682.552000083,99.16195850551148,C
21025,SPACE FROG,314,67,4.921224765096838,0.4248985115020298,4.686567164179104,21.0,24.0,13,5.523680649526387,Reorder Now,416.14,416.14,416.14,27334098.692000084,99.16346819076279,C
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,49,34,0.7859052479933757,0.0663058186738836,1.4411764705882353,3.0,3.0,5,0.331529093369418,Reorder Now,416.01,416.01,416.01,27334514.702000085,99.16497740439615,C
37444B,BLUE BREAKFAST CUP AND SAUCER ,2012,26,266.9028402880834,2.722598105548038,77.38461538461539,1165.0,1184.0,16,43.56156968876861,Reorder Now,415.5,415.5,415.5,27334930.202000085,99.16648476783615,C
84529C,YELLOW KNITTED KIDS RUCKSACK,78,29,1.8146910062806447,0.1055480378890392,2.689655172413793,8.0,9.0,17,1.7943166441136664,Reorder Now,414.74,414.74,414.74,27335344.942000084,99.16798937412518,C
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,224,17,22.65567063153739,0.3031123139377537,13.176470588235292,99.0,101.0,3,0.9093369418132612,Reorder Now,414.08000000000004,414.08000000000004,414.08000000000004,27335759.02200008,99.1694915860463,C
85112,S/3 TEAR DROP CUT GLASS DECORATION,466,18,77.74610933249244,0.6305818673883626,25.88888888888889,339.0,343.0,10,6.305818673883627,Reorder Now,414.02,414.02,414.02,27336173.04200008,99.17099358029763,C
90206C,CRYSTAL DIAMANTE STAR BROOCH,82,51,0.9397538267556886,0.1109607577807848,1.607843137254902,4.0,5.0,18,1.9972936400541264,Reorder Now,412.65,412.65,412.65,27336585.69200008,99.1724906044216,C
23459,DOLLY CABINET 2 DRAWERS ,33,17,0.6586528140164322,0.0446549391069012,1.9411764705882355,3.0,3.0,3,0.1339648173207036,Reorder Now,412.5,412.5,412.5,27336998.19200008,99.17398708437103,C
